itemId,fee,icon,name,baseType,quality,threadIndex
497c352ec2a72a4501762df80269a77e4614d67ef13fc4e97ffdf2d5bce0efb7,,https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvQXJtb3Vycy9Cb290cy9IYWxmVG9uZWRCb290cyIsInciOjIsImgiOjIsInNjYWxlIjoxfV0/3bfd47b73a/HalfTonedBoots.png,Pain Dash,Fugitive Boots,20,3167292
45013017999d7491015535b6c58f41266d3271f837541d1fb1c410f4a2c55057,,https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvQXJtb3Vycy9Cb290cy9Cb290c0ludDQiLCJ3IjoyLCJoIjoyLCJzY2FsZSI6MX1d/5589419509/BootsInt4.png,Skull Pace,Sorcerer Boots,30,3167292
96569543e125ebfb2fb3347228d55ed09bc86379ad5240e60c41e70047cc811a,,https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvQXJtb3Vycy9Cb290cy9Cb290c1N0ckRleDMiLCJ3IjoyLCJoIjoyLCJzY2FsZSI6MSwic2VhcmluZyI6dHJ1ZSwidGFuZ2xlZCI6dHJ1ZSwiZnJhY3R1cmVkIjp0cnVlfV0/c7a518d255/BootsStrDex3.png,Miracle Pace,Wyrmscale Boots,20,3167292
709bc33309ae8030adc73d13d1f421b5f4815931703f762b34ef01ecadbb7ff4,,https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvQW11bGV0cy9IZWlzdEFtdWxldDFTaWx2ZXIiLCJ3IjoxLCJoIjoxLCJzY2FsZSI6MSwiZnJhY3R1cmVkIjp0cnVlfV0/36d49202dd/HeistAmulet1Silver.png,Rapture Charm,Focused Amulet,20,3167292
d560f2145fa2ab7d5d7630aa6740a3244bebf73379c0a8e590f2653666afe949,,https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvQW11bGV0cy9IZWlzdEFtdWxldDIiLCJ3IjoxLCJoIjoxLCJzY2FsZSI6MX1d/4d60cca5ab/HeistAmulet2.png,Agony Medallion,Simplex Amulet,20,3167292
73d14d5089e9b9a7a94b42964ebab1cbadac0e3688a88bc216e3630ba58f7641,,https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvQW11bGV0cy9IZWlzdEFtdWxldDIiLCJ3IjoxLCJoIjoxLCJzY2FsZSI6MX1d/4d60cca5ab/HeistAmulet2.png,Foe Choker,Simplex Amulet,20,3167292
152319e8abdedf075acf01210c32cab7b724798bfde03f9bf42e7248ab7a34c6,,https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvSmV3ZWxzL05ld0dlbUJhc2UzIiwidyI6MSwiaCI6MSwic2NhbGUiOjF9XQ/db35e60885/NewGemBase3.png,Phoenix Ruin,Large Cluster Jewel,,3167292
8a78d0e1c34fd244ceb02236d93a3169b4a42ef09798687733cd91e676673707,,https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvSmV3ZWxzL05ld0dlbUJhc2UxIiwidyI6MSwiaCI6MSwic2NhbGUiOjEsImZyYWN0dXJlZCI6dHJ1ZX1d/2e10d5c6a9/NewGemBase1.png,Plague Joy,Small Cluster Jewel,,3167292
e732bad458cfab5b0f9dda6ec8fb497687b132b1149c9d4926918592f433f28c,,https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvSmV3ZWxzL05ld0dlbUJhc2UxIiwidyI6MSwiaCI6MSwic2NhbGUiOjF9XQ/0eb1a9d981/NewGemBase1.png,Hypnotic Star,Small Cluster Jewel,,3167292
c9424626cfa2a68a127b78e5c0bcea7f580075f5c05d92000edf64189309104d,120,https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvUmluZ3MvSGVpc3RSaW5nMURhcmsiLCJ3IjoxLCJoIjoxLCJzY2FsZSI6MX1d/50914baa93/HeistRing1Dark.png,Phoenix Whorl,Helical Ring,20,3577496
619cc53d1a7121abcbbdee9c2c636bcd94e99b1de045818c473226270c1ee63f,,https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvQXJtb3Vycy9IZWxtZXRzL0hlbG1ldFN0cjExIiwidyI6MiwiaCI6Miwic2NhbGUiOjEsInNlYXJpbmciOnRydWUsInRhbmdsZWQiOnRydWUsImZyYWN0dXJlZCI6dHJ1ZX1d/1f488eda31/HelmetStr11.png,Doom Visage,Eternal Burgonet,30,3254599
a36b201b2d8f8973fb19dd0370aa233a4e231f7f29e788676d6ce85bc7ec04b1,,https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvQXJtb3Vycy9IZWxtZXRzL0hlbG1ldEludDExIiwidyI6MiwiaCI6Miwic2NhbGUiOjEsInNlYXJpbmciOnRydWUsInRhbmdsZWQiOnRydWUsImZyYWN0dXJlZCI6dHJ1ZX1d/ad22999144/HelmetInt11.png,Dragon Keep,Hubris Circlet,30,3254599
0148d10349019f07fdaf3f681229ee9d5adf86d51f3c2a83387822206c26c792,,https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvQXJtb3Vycy9IZWxtZXRzL0hlbG1ldEludDExIiwidyI6MiwiaCI6Miwic2NhbGUiOjEsInNlYXJpbmciOnRydWUsInRhbmdsZWQiOnRydWUsImZyYWN0dXJlZCI6dHJ1ZX1d/ad22999144/HelmetInt11.png,Vortex Ward,Hubris Circlet,30,3254599
d12dc35968ec6ebc56af11987c765a71bc20023b99dd02aa30c4bbd0addcdc19,,https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvQXJtb3Vycy9HbG92ZXMvR2xvdmVzRGV4NCIsInciOjIsImgiOjIsInNjYWxlIjoxLCJzZWFyaW5nIjp0cnVlLCJ0YW5nbGVkIjp0cnVlLCJmcmFjdHVyZWQiOnRydWV9XQ/3faae5a63e/GlovesDex4.png,Dread Vise,Slink Gloves,30,3254599
e74f9144e52137b54b38f40ce515ff9433701d18d8bc54345fc242dbbc9112cc,,https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvQXJtb3Vycy9HbG92ZXMvR2xvdmVzRGV4NCIsInciOjIsImgiOjIsInNjYWxlIjoxLCJzZWFyaW5nIjp0cnVlLCJ0YW5nbGVkIjp0cnVlLCJmcmFjdHVyZWQiOnRydWV9XQ/3faae5a63e/GlovesDex4.png,Death Paw,Slink Gloves,30,3254599
638e4467578d6a89a8553d7316ba115bbd2b439a5c29992fe69116a0118ff17b,,https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvQXJtb3Vycy9HbG92ZXMvR2xvdmVzRGV4NCIsInciOjIsImgiOjIsInNjYWxlIjoxLCJzZWFyaW5nIjp0cnVlLCJ0YW5nbGVkIjp0cnVlfV0/db28017c47/GlovesDex4.png,Entropy Touch,Slink Gloves,30,3254599
8cb335f711b34ddea226e85e6c38db855ced5f35ef6a5cd76b3275980ecaddcf,,https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvQXJtb3Vycy9HbG92ZXMvR2xvdmVzSW50NCIsInciOjIsImgiOjIsInNjYWxlIjoxLCJzZWFyaW5nIjp0cnVlLCJ0YW5nbGVkIjp0cnVlLCJmcmFjdHVyZWQiOnRydWV9XQ/93b0ea7a6a/GlovesInt4.png,Kraken Palm,Conjurer Gloves,30,3254599
3a279ddb2b680d79454cfc974a6169ee326e0b70410aa36ec98a10dcbf9c7626,,https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvQXJtb3Vycy9HbG92ZXMvR2xvdmVzSW50NCIsInciOjIsImgiOjIsInNjYWxlIjoxLCJzZWFyaW5nIjp0cnVlLCJ0YW5nbGVkIjp0cnVlLCJmcmFjdHVyZWQiOnRydWV9XQ/93b0ea7a6a/GlovesInt4.png,Demon Mitts,Sorcerer Gloves,30,3254599
13848edb5bad6059c5a9ac9c2c427d681da30093947e89576c044224c15173be,,https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvQXJtb3Vycy9HbG92ZXMvR2xvdmVzRGV4NCIsInciOjIsImgiOjIsInNjYWxlIjoxLCJzZWFyaW5nIjp0cnVlLCJ0YW5nbGVkIjp0cnVlLCJmcmFjdHVyZWQiOnRydWV9XQ/3faae5a63e/GlovesDex4.png,Dragon Vise,Slink Gloves,30,3254599
5d6c887d84394d0bbe3edc6ddeaf48a2daaacc2be3f95820700e66abff4b89ed,,https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvQXJtb3Vycy9Cb2R5QXJtb3Vycy9EZW1pZ29kc0FybW91ciIsInciOjIsImgiOjMsInNjYWxlIjoxfV0/c491aef3bb/DemigodsArmour.png,Brood Salvation,Golden Mantle,30,3254599
f1932137cd8958d6ef220a7a03c37bfbda98cf5e4f0035856daec320922c56e4,,https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvQXJtb3Vycy9Cb2R5QXJtb3Vycy9EZW1pZ29kc0FybW91ciIsInciOjIsImgiOjMsInNjYWxlIjoxfV0/c491aef3bb/DemigodsArmour.png,Apocalypse Carapace,Golden Mantle,30,3254599
ba96520313fce136907e7654577a563761e6cfc8ab0539e42964c81911296a91,,https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvQXJtb3Vycy9Cb2R5QXJtb3Vycy9EZW1pZ29kc0FybW91ciIsInciOjIsImgiOjMsInNjYWxlIjoxfV0/c491aef3bb/DemigodsArmour.png,Gale Coat,Golden Mantle,30,3254599
467080d25fd2e59ea054203d60707438314ccd416039511a3cb3c9e0b4d547a6,,https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvQXJtb3Vycy9Cb2R5QXJtb3Vycy9EZW1pZ29kc0FybW91ciIsInciOjIsImgiOjMsInNjYWxlIjoxfV0/c491aef3bb/DemigodsArmour.png,Pandemonium Skin,Golden Mantle,30,3254599
df8b764a776165820d53abeb8937fadc426517b33b545cfc00056abcd8ca709a,,https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvQXJtb3Vycy9Cb2R5QXJtb3Vycy9EZW1pZ29kc0FybW91ciIsInciOjIsImgiOjMsInNjYWxlIjoxfV0/c491aef3bb/DemigodsArmour.png,Mind Ward,Golden Mantle,30,3254599
b08c56cc97944c2a3e93ebc3a63ab709ff33e0aee51644612441dbb56c3fb6e1,,https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvQXJtb3Vycy9Cb2R5QXJtb3Vycy9EZW1pZ29kc0FybW91ciIsInciOjIsImgiOjMsInNjYWxlIjoxfV0/c491aef3bb/DemigodsArmour.png,Kraken Shroud,Golden Mantle,30,3254599
a0f13eeffa3690a633d3d8884a406e1d53ebf1ea4f981d32c21b379fdb1f1146,,https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvQXJtb3Vycy9Cb2R5QXJtb3Vycy9EZW1pZ29kc0FybW91ciIsInciOjIsImgiOjMsInNjYWxlIjoxfV0/c491aef3bb/DemigodsArmour.png,Ghoul Mantle,Golden Mantle,30,3254599
8e857316b296860d75e69fe9f3dc096764a280c043d81a5ae1048573f5d9575c,,https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvQXJtb3Vycy9Cb2R5QXJtb3Vycy9EZW1pZ29kc0FybW91ciIsInciOjIsImgiOjMsInNjYWxlIjoxfV0/c491aef3bb/DemigodsArmour.png,Sol Veil,Golden Mantle,30,3254599
1b4eba0d07e7797e6ca57f4901e11295366d7ccd7fe749b4ab818c4c08140695,,https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvQXJtb3Vycy9Cb2R5QXJtb3Vycy9Cb2R5U3RyRGV4SW50MUMiLCJ3IjoyLCJoIjozLCJzY2FsZSI6MX1d/e6eb42b23a/BodyStrDexInt1C.png,Tempest Cloak,Vaal Regalia,30,3254599
5241a76d6f12344924af0dbc664edef23298b9458f6eff9034738c6603f7bb61,,https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvQXJtb3Vycy9Cb290cy9Cb290c0ludDQiLCJ3IjoyLCJoIjoyLCJzY2FsZSI6MX1d/5589419509/BootsInt4.png,Brimstone Hoof,Sorcerer Boots,30,3254599
ce8254074a4c548db12a5588291eeda43f216ca1c2381f59f96372f1b28e6801,,https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvQXJtb3Vycy9Cb290cy9IYWxmVG9uZWRCb290cyIsInciOjIsImgiOjIsInNjYWxlIjoxfV0/3bfd47b73a/HalfTonedBoots.png,Pandemonium Road,Fugitive Boots,30,3254599
42d1da4dff56a83c4b69aef3dc6117fb494346d85a4f80780f6d357e5fd0e941,,https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvQXJtb3Vycy9Cb290cy9Cb290c0RleEludDQiLCJ3IjoyLCJoIjoyLCJzY2FsZSI6MSwic3ludGhlc2lzZWQiOnRydWV9XQ/876b91ed77/BootsDexInt4.png,Pain Dash,Carnal Boots,30,3254599
d77fbe5377516eefc3a1f2014031692dc3635a4b2209d8dc9de0173d6e58d149,,https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvQXJtb3Vycy9Cb290cy9Cb290c0RleDQiLCJ3IjoyLCJoIjoyLCJzY2FsZSI6MSwic2VhcmluZyI6dHJ1ZSwidGFuZ2xlZCI6dHJ1ZSwiZnJhY3R1cmVkIjp0cnVlfV0/a298de4c9e/BootsDex4.png,Chimeric Trail,Slink Boots,30,3254599
0c05fc5b1b46838b7ae17f80cf719e2655daaed827d97500fccf989d8c035fda,,https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvQXJtb3Vycy9Cb290cy9Cb290c0ludDQiLCJ3IjoyLCJoIjoyLCJzY2FsZSI6MX1d/5589419509/BootsInt4.png,Plague Slippers,Sorcerer Boots,30,3254599
d54699a5624a9ec94304141d720ee713784007cd007444a2a3defb71910dad3b,,https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvQW11bGV0cy9IZWlzdEFtdWxldDIiLCJ3IjoxLCJoIjoxLCJzY2FsZSI6MX1d/4d60cca5ab/HeistAmulet2.png,Havoc Braid,Simplex Amulet,20,3254599
fc56eed18754f28f3a28acd553b4b2d9bc8b34d6734e24c18af3e33568f5015e,,https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvQW11bGV0cy9IZWlzdEFtdWxldDIiLCJ3IjoxLCJoIjoxLCJzY2FsZSI6MSwiZnJhY3R1cmVkIjp0cnVlfV0/eb9e3d7967/HeistAmulet2.png,Cataclysm Charm,Simplex Amulet,,3254599
88336af34c7bf83dbf440ce9b3e2a747184613eadbf4da20e2c919834adf17a5,,https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvUmluZ3MvSGVpc3RSaW5nMURhcmsiLCJ3IjoxLCJoIjoxLCJzY2FsZSI6MSwiZnJhY3R1cmVkIjp0cnVlfV0/e8a74e9da2/HeistRing1Dark.png,Rage Coil,Helical Ring,20,3254599
6a9f1d423a5948cf3543e195bd4996abbac051e9d6e30a82008b456dc6edbcef,,https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvQmVsdHMvRGVtaWJlbHQxIiwidyI6MiwiaCI6MSwic2NhbGUiOjF9XQ/aff71be0d1/Demibelt1.png,Storm Twine,Golden Obi,20,3254599
81e0b381caed2fc94ddf07b8bc67b7c6c918997bf973815fdd791f51383a2d49,,https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvV2VhcG9ucy9Ud29IYW5kV2VhcG9ucy9Cb3dzL0JvdzkiLCJ3IjoyLCJoIjo0LCJzY2FsZSI6MX1d/aa9bf2b0d1/Bow9.png,Torment Mark,Maraketh Bow,30,3254599
a69a8cd8b071de2ec0a89bc49110b3eb11b6e247e3064ef0eaf17390fe642d07,,https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvV2VhcG9ucy9Ud29IYW5kV2VhcG9ucy9Cb3dzL0JvdzkiLCJ3IjoyLCJoIjo0LCJzY2FsZSI6MX1d/aa9bf2b0d1/Bow9.png,Viper Stinger,Maraketh Bow,30,3254599
4f074a0bc39667a3b868dff8a2f2413cd960d3161caec3ed39f2ecee2a1c4da0,,https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvV2VhcG9ucy9PbmVIYW5kV2VhcG9ucy9TY2VwdGVycy9zY2VwdGVyOSIsInciOjIsImgiOjMsInNjYWxlIjoxfV0/151820601e/scepter9.png,Blood Breaker,Stag Sceptre,30,3254599
93fdc8de735e5fdcfce7cd2a0e72a55b8b2bda90fbaf6f2513d2c950f9d17653,,https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvV2VhcG9ucy9PbmVIYW5kV2VhcG9ucy9TY2VwdGVycy9zY2VwdGVyOCIsInciOjIsImgiOjMsInNjYWxlIjoxfV0/6644b94336/scepter8.png,Maelström Gnarl,Shadow Sceptre,30,3254599
99008023569e59ead3be8a661ba9bac060ee4199bb2203bca1d6acbb6414c554,,https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvUXVpdmVycy9RdWl2ZXI1IiwidyI6MiwiaCI6Mywic2NhbGUiOjEsImZyYWN0dXJlZCI6dHJ1ZX1d/90c7b34b4f/Quiver5.png,Oblivion Stinger,Light Quiver,,3254599
e124aa95fe78891fc18c5eeac284c8e9ccf2049ae6e57ff8412811599dbfbdcd,,https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvQXJtb3Vycy9IZWxtZXRzL0hlbG1ldEludDExIiwidyI6MiwiaCI6Miwic2NhbGUiOjEsInNlYXJpbmciOnRydWUsInRhbmdsZWQiOnRydWUsImZyYWN0dXJlZCI6dHJ1ZX1d/ad22999144/HelmetInt11.png,Glyph Shelter,Hubris Circlet,30,3254599
34425bfd002d768c59533a56aa3badd332d2f22e3a4ecbba4657b0a50b2b3f52,,https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvQXJtb3Vycy9IZWxtZXRzL0hlbG1ldEludDExIiwidyI6MiwiaCI6Miwic2NhbGUiOjEsInNlYXJpbmciOnRydWUsInRhbmdsZWQiOnRydWUsImZyYWN0dXJlZCI6dHJ1ZX1d/ad22999144/HelmetInt11.png,Brood Glance,Hubris Circlet,30,3254599
1917464851f30882d76df343415676f2944e9b8b7bf62aa890a3456146bae6d6,,https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvQXJtb3Vycy9Cb290cy9Cb290c0RleEludDMiLCJ3IjoyLCJoIjoyLCJzY2FsZSI6MSwic3ludGhlc2lzZWQiOnRydWV9XQ/2c2166fa3b/BootsDexInt3.png,Dragon Goad,Ambush Boots,30,3254599
eb185fefa33fc7ccf80463f96977a370278bf3e9792c681370cc87ef5c03abdb,,https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvQW11bGV0cy9IZWlzdEFtdWxldDIiLCJ3IjoxLCJoIjoxLCJzY2FsZSI6MX1d/4d60cca5ab/HeistAmulet2.png,Wrath Gorget,Simplex Amulet,20,3254599
736ad78e185c51f25a168e86298202c2a3fbd34c7cdc0ccf222cd4ff1a98d845,,https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvQW11bGV0cy9IZWlzdEFtdWxldDIiLCJ3IjoxLCJoIjoxLCJzY2FsZSI6MX1d/4d60cca5ab/HeistAmulet2.png,Horror Torc,Simplex Amulet,20,3254599
28d26c4b624b40c95d414218dbcd20de74aaad9b7a43d876a89314dc71d710eb,,https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvUmluZ3MvUmluZzEiLCJ3IjoxLCJoIjoxLCJzY2FsZSI6MSwic3ludGhlc2lzZWQiOnRydWV9XQ/e5a027ea90/Ring1.png,Spirit Circle,Iron Ring,20,3254599
cdcb88b1d67719abb7ea5d51cc755e68c91ac9fdd5d3ec8ec9562b1830f1dc07,,https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvUmluZ3MvSGVpc3RSaW5nMURhcmsiLCJ3IjoxLCJoIjoxLCJzY2FsZSI6MSwiZnJhY3R1cmVkIjp0cnVlfV0/e8a74e9da2/HeistRing1Dark.png,Mind Circle,Helical Ring,20,3254599
eb2d1f1cf1b8d678ea9e13fa707ab8b41d4c331631470af2164db4de86bbe080,,https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvUmluZ3MvSGVpc3RSaW5nMURhcmsiLCJ3IjoxLCJoIjoxLCJzY2FsZSI6MSwiZnJhY3R1cmVkIjp0cnVlfV0/e8a74e9da2/HeistRing1Dark.png,Rapture Coil,Helical Ring,20,3254599
7e9f93724ab508c0f368c59706ee8d644f3ad1dbab56d740864f315043375377,,https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvUmluZ3MvSGVpc3RSaW5nMURhcmsiLCJ3IjoxLCJoIjoxLCJzY2FsZSI6MSwiZnJhY3R1cmVkIjp0cnVlfV0/e8a74e9da2/HeistRing1Dark.png,Brimstone Band,Helical Ring,20,3254599
8f86c72d2d327e8319fd4a38f3cf41fe8fd80561a95c4e9b3acb650ae173577a,,https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvQmVsdHMvQWJ5c3NCZWx0IiwidyI6MiwiaCI6MSwic2NhbGUiOjF9XQ/973fb5fe7a/AbyssBelt.png,Onslaught Harness,Stygian Vise,20,3254599
939513dd46e85c2b9c05e0f7dced1d8c7b92e0ea1384f882df932a02fed576f2,,https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvQmVsdHMvQWJ5c3NCZWx0IiwidyI6MiwiaCI6MSwic2NhbGUiOjF9XQ/973fb5fe7a/AbyssBelt.png,Skull Harness,Stygian Vise,20,3254599
2cef950c2219e71af3e8f2a7eb4c30e820238f420f7de1dcce11936e6d5c8c26,,https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvQmVsdHMvQWJ5c3NCZWx0IiwidyI6MiwiaCI6MSwic2NhbGUiOjF9XQ/973fb5fe7a/AbyssBelt.png,Soul Snare,Stygian Vise,20,3254599
